dteday,hr,temp_c,feels_like_c,hum,windspeed,weathersit,season,holiday,workingday
11/19/2023,13.0,14.9,14.9,0.2956,16.4,1,4,0,0
11/19/2023,14.0,14.9,14.9,0.2748,20.1,1,4,0,0
11/19/2023,15.0,16,16,0.2657,14.9,1,4,0,0
11/19/2023,16.0,15.4,15.4,0.2752,17.5,1,4,0,0
11/19/2023,17.0,13.7,13.7,0.3181,6.8,1,4,0,0
11/19/2023,18.0,12.4,12.4,0.34990000000000004,7.4,1,4,0,0
11/19/2023,19.0,11.2,11.2,0.3968,9,1,4,0,0
11/19/2023,20.0,10,9.6,0.45880000000000004,5.4,1,4,0,0
11/19/2023,21.0,9.5,9.5,0.47159999999999996,0,1,4,0,0
11/19/2023,22.0,8.8,8.4,0.5086999999999999,4.9,1,4,0,0
11/19/2023,23.0,6.7,5.9,0.6173,5.4,1,4,0,0
11/20/2023,0.0,7.3,7.3,0.6129,0,1,4,0,1
11/20/2023,1.0,6.8,6.8,0.6363,0,1,4,0,1
11/20/2023,2.0,5.7,5.7,0.6889,0,1,4,0,1
11/20/2023,3.0,4.1,1.1,0.7338,12.6,1,4,0,1
11/20/2023,4.0,5.9,2.7,0.7068000000000001,16.4,1,4,0,1
11/20/2023,5.0,5.4,2.7,0.6770999999999999,12.5,1,4,0,1
11/20/2023,6.0,4.7,2.1,0.6785,11.4,1,4,0,1
11/20/2023,7.0,4.5,1.4,0.6657,13.8,1,4,0,1
11/20/2023,8.0,5.4,2.4,0.624,14.6,1,4,0,1
11/20/2023,9.0,6.6,3.7,0.5363,15.2,1,4,0,1
11/20/2023,10.0,8.2,5.4,0.4623,16.8,1,4,0,1
11/20/2023,11.0,9.2,7.6,0.4165,10.8,1,4,0,1
11/20/2023,12.0,9.2,7.9,0.4156,9,1,4,0,1
11/20/2023,13.0,9.9,9,0.4115,7.6,1,4,0,1
11/20/2023,14.0,10.4,10.4,0.4122,9,1,4,0,1
11/20/2023,15.0,10,8.7,0.4274,9.2,1,4,0,1
11/20/2023,16.0,9.2,8.8,0.4254,5.4,1,4,0,1
11/20/2023,17.0,8.7,6.9,0.46270000000000006,11,2,4,0,1
11/20/2023,18.0,8.1,6,0.5128,12.2,2,4,0,1
11/20/2023,19.0,7,6.2,0.5354,5.4,1,4,0,1
11/20/2023,20.0,7,7,0.4989,4.5,1,4,0,1
11/20/2023,21.0,5.5,3.6,0.6088,8.6,1,4,0,1
11/20/2023,22.0,5.5,3.3,0.588,9.9,1,4,0,1
11/20/2023,23.0,5.4,4,0.5521,6.7,1,4,0,1
11/21/2023,0.0,4.3,2.3,0.6199,8.4,1,4,0,1
11/21/2023,1.0,4.4,2.8,0.5942000000000001,6.7,1,4,0,1
11/21/2023,2.0,3.8,2,0.6878,7.1,2,4,0,1
11/21/2023,3.0,4.7,1.7,0.6822,12.9,2,4,0,1
11/21/2023,4.0,5.5,3,0.6769,11.4,1,4,0,1
11/21/2023,5.0,5.6,3.1,0.6738,11.4,2,4,0,1
11/21/2023,6.0,6.1,4.1,0.6529,9.4,2,4,0,1
11/21/2023,7.0,6.6,3.5,0.6803,16.4,2,4,0,1
11/21/2023,8.0,7.1,4.1,0.6887000000000001,17,2,4,0,1
11/21/2023,9.0,6.6,4,0.8016,13.4,3,4,0,1
11/21/2023,10.0,6.7,4,0.8543000000000001,14.1,3,4,0,1
11/21/2023,11.0,7.2,4.4,0.9026000000000001,15.5,3,4,0,1
11/21/2023,12.0,7.8,5.7,0.9009,11.9,3,4,0,1
11/21/2023,13.0,8.4,6.6,0.9308,10.8,3,4,0,1
11/21/2023,14.0,10.5,10.5,0.8937,15.7,3,4,0,1
11/21/2023,15.0,11.1,11.1,0.8987999999999999,18.3,3,4,0,1
11/21/2023,16.0,12.1,12.1,0.9116,19.4,3,4,0,1
11/21/2023,17.0,12.8,12.8,0.9004000000000001,16.8,3,4,0,1
11/21/2023,18.0,13.3,13.3,0.9044,18.6,3,4,0,1
11/21/2023,19.0,13.7,13.7,0.8787999999999999,20.9,3,4,0,1
11/21/2023,20.0,13.8,13.8,0.9031999999999999,21.2,3,4,0,1
11/21/2023,21.0,14.3,14.3,0.9109999999999999,25.9,3,4,0,1
11/21/2023,22.0,14.9,14.9,0.9020999999999999,19.1,3,4,0,1
11/21/2023,23.0,12.3,12.3,0.9062,23.1,3,4,0,1
11/22/2023,0.0,12.1,12.1,0.9359999999999999,6.1,3,4,0,1
11/22/2023,1.0,12.7,12.7,0.9338,7.2,3,4,0,1
11/22/2023,2.0,12.7,12.7,0.9338,10,3,4,0,1
11/22/2023,3.0,12.1,12.1,0.9395,16.6,2,4,0,1
11/22/2023,4.0,11.1,11.1,0.9329999999999999,13,2,4,0,1
11/22/2023,5.0,11.1,11.1,0.9322,9,2,4,0,1
11/22/2023,6.0,9.4,8.3,0.9373,7.9,1,4,0,1
11/22/2023,7.0,9.8,8.5,0.8815999999999999,9.9,1,4,0,1
11/22/2023,8.0,9.2,8.3,0.88,6.7,1,4,0,1
11/22/2023,9.0,9.9,9,0.8787999999999999,7.7,1,4,0,1
11/22/2023,10.0,11.5,11.5,0.8426,11.3,1,4,0,1
11/22/2023,11.0,13.3,13.3,0.7716,11.5,1,4,0,1
11/22/2023,12.0,15.4,15.4,0.6269,21.1,1,4,0,1
11/22/2023,13.0,15.9,15.9,0.5433,27.3,1,4,0,1
11/22/2023,14.0,15.5,15.5,0.5149,32.8,1,4,0,1
11/22/2023,15.0,13,13,0.5384,31.4,1,4,0,1
11/22/2023,16.0,13.2,13.2,0.5276,25.6,1,4,0,1
11/22/2023,17.0,12.7,12.7,0.547,14.2,1,4,0,1
11/22/2023,18.0,12.1,12.1,0.569,27,2,4,0,1
11/22/2023,19.0,11.6,11.6,0.5665,22.3,2,4,0,1
11/22/2023,20.0,11.1,11.1,0.5881000000000001,15.6,2,4,0,1
11/22/2023,21.0,11,11,0.5906,18.4,2,4,0,1
11/22/2023,22.0,10.6,10.6,0.6072,17,2,4,0,1
11/22/2023,23.0,10.5,10.5,0.5912,19,2,4,0,1
11/23/2023,0.0,9.9,7.5,0.6149,17.4,2,4,1,0
11/23/2023,1.0,9.3,6.3,0.6131,21.1,1,4,1,0
11/23/2023,2.0,8.4,6,0.65,14.4,1,4,1,0
11/23/2023,3.0,8.7,6.1,0.6336999999999999,16.2,1,4,1,0
11/23/2023,4.0,8.3,5.5,0.6478,17.4,1,4,1,0
11/23/2023,5.0,8.1,5.1,0.6118,19.3,1,4,1,0
11/23/2023,6.0,7.7,4.2,0.627,22.8,1,4,1,0
11/23/2023,7.0,7.7,5.6,0.6074,11.5,1,4,1,0
11/23/2023,8.0,7.8,4.3,0.5306000000000001,23,1,4,1,0
11/23/2023,9.0,8.8,5.7,0.4962,21.5,1,4,1,0
11/23/2023,10.0,9.9,6.9,0.4746,24.8,1,4,1,0
11/23/2023,11.0,11.1,11.1,0.4593,20.3,1,4,1,0
11/23/2023,12.0,12.6,12.6,0.4321,16.8,1,4,1,0
11/23/2023,13.0,13.2,13.2,0.4172,9.4,1,4,1,0
11/23/2023,14.0,14.2,14.2,0.3918,14.5,1,4,1,0
11/23/2023,15.0,14.3,14.3,0.3876,11,1,4,1,0
11/23/2023,16.0,14.2,14.2,0.3884,13,1,4,1,0
11/23/2023,17.0,13.2,13.2,0.39909999999999995,8.2,1,4,1,0
11/23/2023,18.0,11.5,11.5,0.4556,4.5,1,4,1,0
11/23/2023,19.0,10.4,10.4,0.5425,4.5,1,4,1,0
11/23/2023,20.0,8.5,8.5,0.6154999999999999,0,1,4,1,0
11/23/2023,21.0,8.1,8.1,0.6557999999999999,4.5,1,4,1,0
11/23/2023,22.0,7.1,7.1,0.6965,0.5,1,4,1,0
11/23/2023,23.0,6.5,5.2,0.7583,6.9,1,4,1,0
11/24/2023,0.0,8.1,7.4,0.6103000000000001,5.6,1,4,0,1
11/24/2023,1.0,7.7,4.7,0.628,18.3,1,4,0,1
11/24/2023,2.0,6.7,4.4,0.6685,11.6,1,4,0,1
11/24/2023,3.0,6,3.7,0.68,10.8,1,4,0,1
11/24/2023,4.0,5.4,5.4,0.7095,4.5,1,4,0,1
11/24/2023,5.0,5.9,5.9,0.6873999999999999,4.5,1,4,0,1
11/24/2023,6.0,4.4,2.5,0.7593000000000001,7.8,1,4,0,1
11/24/2023,7.0,5.1,3.3,0.725,7.8,1,4,0,1
11/24/2023,8.0,5.2,3.1,0.7464,9.3,1,4,0,1
11/24/2023,9.0,7.4,4.9,0.6723,13.2,1,4,0,1
11/24/2023,10.0,10.4,10.4,0.5643,14.5,1,4,0,1
11/24/2023,11.0,12.1,12.1,0.48619999999999997,20.7,1,4,0,1
11/24/2023,12.0,12.7,12.7,0.4498,16.4,1,4,0,1
11/24/2023,13.0,13.1,13.1,0.4524,14.8,1,4,0,1
11/24/2023,14.0,12.1,12.1,0.4661,20.5,1,4,0,1
11/24/2023,15.0,11.6,11.6,0.4816,16.3,2,4,0,1
11/24/2023,16.0,11.1,11.1,0.48590000000000005,14.2,1,4,0,1
11/24/2023,17.0,10,7.8,0.5367999999999999,15.8,1,4,0,1
11/24/2023,18.0,9.8,8.1,0.5255,12.2,1,4,0,1
11/24/2023,19.0,8.7,6,0.5404,18.4,1,4,0,1
11/24/2023,20.0,8.2,5.7,0.5119,15.2,1,4,0,1
11/24/2023,21.0,7.7,4.5,0.47100000000000003,19.9,1,4,0,1
11/24/2023,22.0,6.6,2.9,0.46649999999999997,21.8,1,4,0,1
11/24/2023,23.0,6,1.6,0.4448,27.2,1,4,0,1
11/25/2023,0.0,4.8,0.4,0.46549999999999997,23.4,1,4,0,0
11/25/2023,1.0,4.1,-0.2,0.4717,21.8,1,4,0,0
11/25/2023,2.0,3.6,-0.7,0.48450000000000004,20.7,1,4,0,0
11/25/2023,3.0,2.7,-1.3,0.5276,17,1,4,0,0
11/25/2023,4.0,2,-2.6,0.5271,19.3,1,4,0,0
11/25/2023,5.0,1.5,-3.1,0.5423,18.2,1,4,0,0
11/25/2023,6.0,1.3,-2.5,0.5476,13.5,1,4,0,0
11/25/2023,7.0,0.8,-3.9,0.5706,17.7,1,4,0,0
11/25/2023,8.0,1.4,-2.9,0.5472,16.4,1,4,0,0
11/25/2023,9.0,2.6,-1.5,0.4818,17,1,4,0,0
11/25/2023,10.0,3.7,1,0.45990000000000003,10.5,1,4,0,0
11/25/2023,11.0,4.8,2.3,0.4291,10.7,1,4,0,0
11/25/2023,12.0,5.6,4.3,0.39520000000000005,6.3,1,4,0,0
11/25/2023,13.0,6.1,4.7,0.3923,6.7,1,4,0,0
11/25/2023,14.0,6.6,6.6,0.3764,1.1,1,4,0,0
11/25/2023,15.0,6.6,5.8,0.3786,5.4,1,4,0,0
11/25/2023,16.0,6.5,5.2,0.3803,6.7,1,4,0,0
11/25/2023,17.0,4.7,2.7,0.4501,8.6,1,4,0,0
11/25/2023,18.0,4.4,1.7,0.4982,11.4,1,4,0,0
11/25/2023,19.0,2.9,0.7,0.5549000000000001,7.8,1,4,0,0
11/25/2023,20.0,2.7,2.7,0.5669,0,1,4,0,0
11/25/2023,21.0,2.2,0.4,0.5934,6.3,1,4,0,0
11/25/2023,22.0,2.1,2.1,0.6376,0,1,4,0,0
11/25/2023,23.0,2.6,2.6,0.6215999999999999,0,1,4,0,0
11/26/2023,0.0,2.5,2.5,0.6701,0,1,4,0,0
11/26/2023,1.0,1.6,-1,0.7474,8.2,1,4,0,0
11/26/2023,2.0,1.6,-1.4,0.7491,9.7,1,4,0,0
11/26/2023,3.0,1.7,-0.2,0.7428,6.3,2,4,0,0
11/26/2023,4.0,2.3,2.3,0.7161,4.5,2,4,0,0
11/26/2023,5.0,2.4,2.4,0.7386,4.5,2,4,0,0
11/26/2023,6.0,2.4,2.4,0.7423000000000001,4.5,2,4,0,0
11/26/2023,7.0,1.8,0.4,0.775,5.1,1,4,0,0
11/26/2023,8.0,2.4,0.2,0.7684000000000001,7.8,1,4,0,0
11/26/2023,9.0,4.2,2.7,0.7454999999999999,6.3,2,4,0,0
11/26/2023,10.0,5.6,4.1,0.713,6.9,2,4,0,0
11/26/2023,11.0,6.7,5.6,0.6870999999999999,6.3,2,4,0,0
11/26/2023,12.0,7.7,6.6,0.6878,7.2,2,4,0,0
11/26/2023,13.0,7.1,7.1,0.8283,0.5,3,4,0,0
11/26/2023,14.0,8.2,7.6,0.8069,5.4,3,4,0,0
11/26/2023,15.0,7.8,7.8,0.8320000000000001,0.7,3,4,0,0
11/26/2023,16.0,7.5,7.5,0.9107999999999999,3,3,4,0,0
11/26/2023,17.0,7.2,6.4,0.9306,5.5,3,4,0,0
11/26/2023,18.0,7.8,7.8,0.9281999999999999,0.4,3,4,0,0
11/26/2023,19.0,7.7,6.4,0.9305,7.7,3,4,0,0
11/26/2023,20.0,7.1,7.1,0.9328,0.8,3,4,0,0
11/26/2023,21.0,7.7,6,0.9031999999999999,9.2,1,4,0,0
11/26/2023,22.0,7,4.6,0.8745,12.6,1,4,0,0
11/26/2023,23.0,6.1,3.5,0.8906999999999999,12.5,1,4,0,0
11/27/2023,0.0,5.6,3.5,0.8865999999999999,9.7,1,4,0,1
11/27/2023,1.0,5.6,3.3,0.8824,10.7,1,4,0,1
11/27/2023,2.0,5.5,5.5,0.8843000000000001,1.3,1,4,0,1
11/27/2023,3.0,4.9,2.8,0.8931,8.6,1,4,0,1
11/27/2023,4.0,4.7,3.7,0.8956999999999999,5.3,1,4,0,1
11/27/2023,5.0,4.5,4.5,0.9006000000000001,0.7,1,4,0,1
11/27/2023,6.0,5.2,5.2,0.8359000000000001,1.1,1,4,0,1
11/27/2023,7.0,4.4,3.3,0.8436,5.3,1,4,0,1
11/27/2023,8.0,5.1,5.1,0.8369,1,1,4,0,1
11/27/2023,9.0,8.4,6.9,0.7263,9.3,1,4,0,1
11/27/2023,10.0,9.8,6.9,0.5487,23.3,1,4,0,1
11/27/2023,11.0,9.9,6.5,0.4482,29,1,4,0,1
11/27/2023,12.0,8.9,5.6,0.45270000000000005,24.8,1,4,0,1
11/27/2023,13.0,8.9,5,0.4022,32.3,1,4,0,1
11/27/2023,14.0,9.3,5.8,0.4157,27.6,1,4,0,1
11/27/2023,15.0,8.9,6.1,0.41869999999999996,19.2,1,4,0,1
11/27/2023,16.0,7.9,4.2,0.42810000000000004,25,1,4,0,1
11/27/2023,17.0,6.2,2.5,0.46409999999999996,21,1,4,0,1
11/27/2023,18.0,4.4,-0.5,0.4752,27.8,1,4,0,1
11/27/2023,19.0,3.9,-1.1,0.4708,26.6,1,4,0,1
11/27/2023,20.0,3.8,-1.2,0.4425,27.1,1,4,0,1
11/27/2023,21.0,3.8,-1.1,0.4397,25.4,1,4,0,1
11/27/2023,22.0,3.3,-0.2,0.4569,14.1,1,4,0,1
11/27/2023,23.0,2.5,0.1,0.4866,8.6,1,4,0,1
11/28/2023,0.0,1.4,-0.8,0.5440999999999999,7.2,1,4,0,1
11/28/2023,1.0,0.8,-2,0.5783,8.6,1,4,0,1
11/28/2023,2.0,0.7,-2.1,0.5935,8.7,1,4,0,1
11/28/2023,3.0,0.7,-2.6,0.5788,10.5,1,4,0,1
11/28/2023,4.0,2,-1.3,0.5234000000000001,11.9,2,4,0,1
11/28/2023,5.0,1.6,-2,0.54,12.9,2,4,0,1
11/28/2023,6.0,2.8,-1.1,0.4853,16.3,2,4,0,1
11/28/2023,7.0,2.5,-0.8,0.4929,12.2,1,4,0,1
11/28/2023,8.0,2.2,-0.3,0.5579999999999999,8.6,1,4,0,1
11/28/2023,9.0,4.7,0.3,0.38630000000000003,23.4,1,4,0,1
11/28/2023,10.0,5.5,1,0.33909999999999996,27.2,1,4,0,1
11/28/2023,11.0,5.6,1.4,0.3065,25.1,1,4,0,1
11/28/2023,12.0,5.5,0.8,0.358,29.1,1,4,0,1
11/28/2023,13.0,4.5,-0.5,0.36920000000000003,28.9,1,4,0,1
11/28/2023,14.0,4.3,-1.6,0.276,39.3,3,4,0,1
11/28/2023,15.0,3.8,-1.9,0.2805,34.1,1,4,0,1
11/28/2023,16.0,2.7,-3,0.2917,30.5,1,4,0,1
11/28/2023,17.0,1.1,-5.5,0.3521,35.1,1,4,0,1
11/28/2023,18.0,0.5,-4.6,0.3422,20.2,1,4,0,1
11/28/2023,19.0,-0.7,-6.2,0.35729999999999995,21.2,1,4,0,1
11/28/2023,20.0,-0.7,-6.7,0.3729,24.7,1,4,0,1
11/28/2023,21.0,-1.2,-6.6,0.3898,18.9,1,4,0,1
11/28/2023,22.0,-1.3,-5.2,0.40909999999999996,11.5,1,4,0,1
11/28/2023,23.0,-1.7,-5.3,0.441,9.7,1,4,0,1
11/29/2023,0.0,-2.2,-6.7,0.45640000000000003,13,1,4,0,1
11/29/2023,1.0,-2.8,-6.2,0.4789,8.6,1,4,0,1
11/29/2023,2.0,-2.9,-7.5,0.48109999999999997,12.7,1,4,0,1
11/29/2023,3.0,-2.9,-7.6,0.4796,13.4,1,4,0,1
11/29/2023,4.0,-3.3,-6.3,0.5041,7.2,1,4,0,1
11/29/2023,5.0,-3.6,-7.2,0.5147999999999999,9,1,4,0,1
11/29/2023,6.0,-3.7,-6.7,0.5171,7.1,1,4,0,1
11/29/2023,7.0,-3.8,-6.1,0.5188,5.4,1,4,0,1
11/29/2023,8.0,-3.2,-6.1,0.5412,7.1,1,4,0,1
11/29/2023,9.0,-1.8,-5.7,0.4608,10.8,1,4,0,1
11/29/2023,10.0,-0.1,-3.2,0.405,9.3,1,4,0,1
11/29/2023,11.0,1.2,-2.2,0.36829999999999996,11.2,1,4,0,1
11/29/2023,12.0,2.2,-1.2,0.3669,12.5,1,4,0,1
11/29/2023,13.0,3.3,0.3,0.3075,11.5,1,4,0,1
11/29/2023,14.0,3.9,0.7,0.3032,13.4,1,4,0,1
11/29/2023,15.0,4.4,0.9,0.3018,15.5,1,4,0,1
11/29/2023,16.0,3.9,0.3,0.31679999999999997,15.7,1,4,0,1
11/29/2023,17.0,3.8,0.1,0.32020000000000004,15.7,1,4,0,1
11/29/2023,18.0,2.8,-0.9,0.3593,14.7,1,4,0,1
11/29/2023,19.0,2.4,-1.2,0.40369999999999995,13.5,1,4,0,1
11/29/2023,20.0,2.9,-0.9,0.4129,15.2,2,4,0,1
11/29/2023,21.0,3.6,0.2,0.4205,13.8,2,4,0,1
11/29/2023,22.0,2.9,0,0.3895,10.4,1,4,0,1
11/29/2023,23.0,2.5,-1,0.4053,13.4,1,4,0,1
11/30/2023,0.0,1.3,-1.4,0.42710000000000004,8.7,1,4,0,1
11/30/2023,1.0,0.6,-2.2,0.4672,8.7,1,4,0,1
11/30/2023,2.0,1.1,-1,0.43579999999999997,6.7,1,4,0,1
11/30/2023,3.0,-0.2,-2.8,0.5181,7.4,1,4,0,1
11/30/2023,4.0,0.2,-1.6,0.5403,5.4,1,4,0,1
11/30/2023,5.0,-0.5,-2.2,0.5446,5.1,1,4,0,1
11/30/2023,6.0,0,-2.1,0.5565,6.3,1,4,0,1
11/30/2023,7.0,0.4,0.4,0.5976,0,1,4,0,1
11/30/2023,8.0,0.7,-2.4,0.674,9.7,1,4,0,1
11/30/2023,9.0,3.3,0.3,0.5616,11.9,1,4,0,1
11/30/2023,10.0,5.9,3.2,0.47,12.7,1,4,0,1
11/30/2023,11.0,8.2,5.8,0.4501,14.3,1,4,0,1
11/30/2023,12.0,10.3,10.3,0.4194,14.3,1,4,0,1
11/30/2023,13.0,11.5,11.5,0.4025,15,1,4,0,1
11/30/2023,14.0,12.3,12.3,0.4065,16.6,1,4,0,1
11/30/2023,15.0,12,12,0.42119999999999996,16.8,1,4,0,1
11/30/2023,16.0,11.3,11.3,0.4595,14.6,1,4,0,1
11/30/2023,17.0,9.4,7.7,0.5245000000000001,11.2,1,4,0,1
11/30/2023,18.0,8.7,6.3,0.5527000000000001,15,1,4,0,1
